Specimen ID,Location,Latitude,Longitude,Date,Collected InOn,Collectors,Sex,Family,Scientific name,Common name,ID by,Notes
1500956,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500957,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500958,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500959,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500960,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500961,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500962,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500963,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500964,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500965,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500966,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500967,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500968,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500969,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500970,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500971,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500972,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500973,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500974,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500975,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500976,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500977,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500978,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500979,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500980,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500981,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500982,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500983,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500984,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500985,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500986,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Andrena atlantica,nd,Brittany Owens,nd
1500987,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Andrena atlantica,nd,Brittany Owens,nd
1500988,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500989,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500990,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Apidae,Ceratina dupla,Doubled ceratina,Brittany Owens,nd
1500991,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500992,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1500993,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500994,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500995,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500996,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500997,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500998,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1500999,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Apidae,Ceratina cockerelli,Cockerells ceratina,Brittany Owens,nd
1501000,ULL Ecology Center Prairie restoration,30.305319,92.01085,3/25/2016,pan trap,Allain/Latiolais/Pigott,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501001,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Cirsium horridulum,Allain/Latiolais/Pigott,F,Megachilidae,Osmia chalybea ,Blue metalic bee,Brittany Owens,nd
1501002,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Cirsium horridulum,Allain/Latiolais/Pigott,F,Megachilidae,Osmia chalybea ,Blue metalic bee,Brittany Owens,nd
1501003,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Cirsium horridulum,Allain/Latiolais/Pigott,F,Megachilidae,Osmia chalybea ,Blue metalic bee,Brittany Owens,nd
1501004,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Cirsium horridulum,Allain/Latiolais/Pigott,F,Megachilidae,Osmia chalybea ,Blue metalic bee,Brittany Owens,nd
1501005,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Cirsium horridulum,Allain/Latiolais/Pigott,F,Megachilidae,Osmia chalybea ,Blue metalic bee,Brittany Owens,nd
1501006,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Erigeron annuus,Allain/Latiolais/Pigott,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501007,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Erigeron annuus,Allain/Latiolais/Pigott,F,Andrenidae,Andrena atlantica,nd,Brittany Owens,nd
1501008,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Erigeron annuus,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1501009,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Rubus trivialis,Allain/Latiolais/Pigott,F,Halictidae,Augochloropsis metallica,Sweat bee,Larry Allain,nd
1501010,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Rubus trivialis,Allain/Latiolais/Pigott,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501011,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Trifolium repens,Allain/Latiolais/Pigott,F,Andrenidae,Panurginus polytrichus,nd,Brittany Owens,nd
1501012,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,Trifolium repens,Allain/Latiolais/Pigott,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501013,ULL Ecology Center Old field,30.306767,92.013486,3/25/2016,pan trap,Allain/Latiolais/Pigott,F,Megachilidae,Osmia chalybea ,Blue metalic bee,Brittany Owens,nd
1501014,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Baptisia sphaerocarpa,Larry Allain,nd,nd,nd,nd,nd,nd
1501015,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Verbena brasiliensis,Larry Allain,nd,nd,nd,nd,nd,nd
1501016,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Cirsium horridulum,Larry Allain,F,Apidae,Xylocopa virginica,Eastern carpenter bee,Larry Allain,nd
1501017,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Cirsium horridulum,Larry Allain,F,Apidae,Xylocopa virginica,Eastern carpenter bee,Larry Allain,nd
1501018,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Cirsium horridulum,Larry Allain,F,Apidae,Anthophora abrupta,Miner bee,Brittany Owens,nd
1501019,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Cirsium horridulum,Larry Allain,Q,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1501020,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,nd,nd,nd,nd,nd,nd
1501021,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,F,Andrenidae,Andrena confederata,nd,Brittany Owens,nd
1501022,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501023,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,F,Halictidae,Augochloropsis metallica,Sweat bee,Larry Allain,nd
1501024,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,F,Halictidae,Augochloropsis metallica,Sweat bee,Larry Allain,nd
1501025,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,F,Halictidae,Augochloropsis metallica,Sweat bee,Larry Allain,nd
1501026,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,nd,nd,nd,nd,nd,nd
1501027,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Rubus argutus,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501028,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Erigeron philadelphicus,Larry Allain,M,Megachilidae,Megachile mendica,Flat tailed leaf cutter bee,Brittany Owens,nd
1501030,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Erigeron philadelphicus,Larry Allain,F,Colletidae,Hylaeus affinis,Yellow masked bee,Brittany Owens,nd
1501031,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Vicia ludoviciana,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,nd,nd
1501032,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Vicia ludoviciana,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,nd,nd
1501033,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Tradescantia hirsutiflora,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501034,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,Tradescantia hirsutiflora,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501035,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,pan trap,Larry Allain,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501036,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,pan trap,Larry Allain,F,Halictidae,Augochlorella,Sweat bee,Larry Allain,nd
1501037,Eunice Prairie restoration,30.499625,92.408108,4/6/2016,pan trap,Larry Allain,F,Apidae,Ceratina strenua,Nimble Ceratina,Brittany Owens,nd
1501038,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Verbena brasiliensis,Allain/Latiolais,nd,nd,nd,nd,nd,nd
1501039,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Verbena brasiliensis,Allain/Latiolais,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501040,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Verbena brasiliensis,Allain/Latiolais,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501041,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Coreopsis lanceolata,Allain/Latiolais,F,Halictidae,Agapostemon virescens,Bicolored Agapostemon,Larry Allain,nd
1501042,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Coreopsis lanceolata,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501043,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Baptisia sphaerocarpa,Allain/Latiolais,nd,nd,nd,nd,nd,nd
1501044,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Baptisia sphaerocarpa,Allain/Latiolais,nd,nd,nd,nd,nd,nd
1501045,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Erigeron strigosus,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501046,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Erigeron strigosus,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501047,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Erigeron strigosus,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501048,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,Oenothera filiformis,Allain/Latiolais,F,Megachilidae,Megachile brevis,Common little leaf cutter bee,Brittany Owens,nd
1501049,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,F,Apidae,Apis mellifera,honeybee,Larry Allain,nd
1501050,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501051,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501052,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501053,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501054,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501055,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501056,Durald Prairie Restoration,30.558067,92.486689,4/22/2016,pan trap,Allain/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501058,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,F,Apidae,Bombus impatiens,Common eastern bumble bee,Brittany Owens,nd
1501059,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,F,Apidae,Bombus impatiens,Common eastern bumble bee,Brittany Owens,nd
1501060,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501061,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501062,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501063,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501064,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501065,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501066,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,F,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1501067,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,F,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1501068,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,F,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1501069,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,M,Apidae,Bombus griseocollis,Brown belted Bumble Bee,Brittany Owens,nd
1501070,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501071,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Pontederia cordata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501072,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,F,Halictidae,Augochloropsis metallica,Sweat bee,Larry Allain,nd
1501073,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501074,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501075,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501076,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501077,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501078,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501079,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,nd,nd,nd,nd,nd
1501080,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Rosa bracteata,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501081,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Prunella vulgaris,Doffit/Latiolais,Q,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1501082,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Sisyrinchium atlanticum,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501083,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Sisyrinchium atlanticum,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501084,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Sisyrinchium atlanticum,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501085,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Sisyrinchium atlanticum,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501086,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Ranunculus laxicaulis,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501087,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Ranunculus laxicaulis,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501088,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Oenothera filiformis,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501089,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,Oenothera filiformis,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501095,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501096,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501097,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501098,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501099,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501100,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501101,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501102,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501103,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501104,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501105,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501106,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501107,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501108,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501109,Grey Ranch remnant Plot 2,30.125486,93.608089,4/29/2016,pan trap,Doffit/Latiolais,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501112,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Amsonia rigida ,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501113,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Amsonia rigida ,Larry Allain,nd,nd,nd,nd,nd,nd
1501114,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Amsonia rigida ,Larry Allain,nd,nd,nd,nd,nd,nd
1501115,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Baptisia alba,Larry Allain,Q,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1501116,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Baptisia alba,Larry Allain,M,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1501117,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Baptisia alba,Larry Allain,F,Apidae,Bombus pensylvanicus,American bumble bee,Larry Allain,nd
1501118,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Sabatia campestris,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501119,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Sabatia campestris,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501120,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Ruellia humilis,Larry Allain,nd,Halictidae,Lasioglossum,Sweat bee,Brittany Owens,nd
1501121,Grey Ranch remnant Plot 1,30.122333,93.599511,4/29/2016,Oenothera filiformis,Larry Allain,F,Halictidae,Augochloropsis metallica,Sweat bee,Larry Allain,nd
